year_month,estimate,month_of_release,passenger_type,direction,sex,age,standard_error,status
2014-02,254,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2014-02,294,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2014-02,146,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2014-02,196,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2014-02,203,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2014-02,250,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2014-02,140,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2014-02,136,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2014-02,170,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2014-02,139,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2014-02,124,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2014-02,118,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2014-02,74,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2014-02,83,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2014-02,65,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2014-02,46,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2014-02,35,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2014-02,40,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2014-02,8,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2014-02,12,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2014-02,6,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2014-02,5,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2014-02,2,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2014-02,3,2020-09,Long-term migrant,Arrivals,Male,90+ years,0,Final
2014-02,222,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2014-02,184,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2014-02,125,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2014-02,114,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2014-02,249,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2014-02,281,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2014-02,626,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2014-02,565,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2014-02,529,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2014-02,621,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2014-02,299,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2014-02,340,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2014-02,159,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2014-02,180,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2014-02,150,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2014-02,165,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2014-02,138,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2014-02,133,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2014-02,132,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2014-02,149,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2014-02,110,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2014-02,115,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2014-02,107,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2014-02,91,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2014-02,90,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2014-02,71,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2014-02,48,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2014-02,49,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2014-02,35,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2014-02,30,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2014-02,22,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2014-02,20,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2014-02,5,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2014-02,7,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2014-02,1,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2014-02,3,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2014-02,1,2020-09,Long-term migrant,Departures,Male,90+ years,0,Final
2014-02,140,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2014-02,174,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2014-02,84,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2014-02,110,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2014-02,378,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2014-02,538,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2014-02,513,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2014-02,900,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2014-02,598,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2014-02,472,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2014-02,368,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2014-02,409,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2014-02,196,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2014-02,273,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2014-02,104,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2014-02,129,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2014-02,8,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2014-02,63,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2014-02,71,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2014-02,101,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2014-02,30,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2014-02,21,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2014-02,63,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2014-02,48,2020-09,Long-term migrant,Net,Male,55-59 years,0,Final
2014-02,34,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2014-02,47,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2014-02,26,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2014-02,34,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
2014-02,30,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2014-02,16,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2014-02,13,2020-09,Long-term migrant,Net,Female,75-79 years,0,Final
2014-02,20,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
2014-02,3,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2014-02,5,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2014-02,5,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2014-02,2,2020-09,Long-term migrant,Net,Male,85-89 years,0,Final
2014-02,2,2020-09,Long-term migrant,Net,Female,90+ years,0,Final
2014-02,2,2020-09,Long-term migrant,Net,Male,90+ years,0,Final
2014-02,720,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2014-02,433,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2014-02,1446,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2014-02,2604,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2014-02,2220,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2014-02,1416,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2014-02,808,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2014-02,548,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2014-02,342,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2014-02,453,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2014-02,276,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2014-02,309,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2014-02,242,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2014-02,157,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2014-02,111,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2014-02,75,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2014-02,20,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2014-02,11,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2014-02,406,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2014-02,239,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2014-02,530,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2014-02,1191,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2014-02,1150,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2014-02,639,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2014-02,339,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2014-02,315,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2014-02,271,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2014-02,281,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2014-02,225,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2014-02,198,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2014-02,161,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2014-02,97,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2014-02,65,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2014-02,42,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2014-02,12,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2014-02,4,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2014-02,314,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2014-02,194,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2014-02,916,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2014-02,1413,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2014-02,1070,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2014-02,777,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2014-02,469,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2014-02,233,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2014-02,71,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2014-02,172,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2014-02,51,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2014-02,111,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2014-02,81,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2014-02,60,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2014-02,46,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2014-02,33,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2014-02,8,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2014-02,7,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2014-02,5,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2014-02,1,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2014-02,4,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2014-02,5713,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2014-02,6483,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2014-02,3047,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2014-02,3119,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2014-02,2666,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2014-02,3364,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2014-02,12196,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2014-02,6166,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2014-02,6030,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2014-03,337,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2014-03,355,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2014-03,165,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2014-03,183,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2014-03,276,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2014-03,477,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2014-03,773,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2014-03,987,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2014-03,975,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2014-03,962,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2014-03,591,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2014-03,633,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2014-03,295,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2014-03,354,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2014-03,230,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2014-03,307,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2014-03,142,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2014-03,216,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2014-03,216,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2014-03,209,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2014-03,129,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2014-03,142,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2014-03,150,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2014-03,164,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2014-03,152,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2014-03,118,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2014-03,66,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2014-03,74,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2014-03,46,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2014-03,46,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2014-03,24,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2014-03,22,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2014-03,8,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2014-03,11,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2014-03,7,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2014-03,1,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2014-03,2,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2014-03,287,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2014-03,264,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2014-03,81,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2014-03,99,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2014-03,173,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2014-03,164,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2014-03,607,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2014-03,647,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2014-03,659,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2014-03,748,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2014-03,346,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2014-03,426,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2014-03,220,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2014-03,234,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2014-03,165,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2014-03,218,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2014-03,133,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2014-03,160,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2014-03,143,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2014-03,136,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2014-03,150,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2014-03,120,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2014-03,113,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2014-03,99,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2014-03,80,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2014-03,72,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2014-03,62,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2014-03,59,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2014-03,35,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2014-03,32,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2014-03,16,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2014-03,17,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2014-03,16,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2014-03,7,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2014-03,7,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2014-03,6,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2014-03,1,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2014-03,50,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2014-03,91,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2014-03,84,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2014-03,84,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2014-03,103,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2014-03,313,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2014-03,166,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2014-03,340,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2014-03,316,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2014-03,214,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2014-03,245,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2014-03,207,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2014-03,75,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2014-03,120,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2014-03,65,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2014-03,89,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2014-03,9,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2014-03,56,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2014-03,73,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2014-03,73,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2014-03,-21,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2014-03,22,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2014-03,37,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2014-03,65,2020-09,Long-term migrant,Net,Male,55-59 years,0,Final
2014-03,72,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2014-03,46,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2014-03,4,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2014-03,15,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
2014-03,11,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2014-03,14,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2014-03,8,2020-09,Long-term migrant,Net,Female,75-79 years,0,Final
2014-03,5,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
